Title: On a new theoretical framework for RR Lyrae stars II: mid-infrared period-luminosity-metallicity relations
Authors: Neeley, J.R., Marengo, M., Bono, G., Braga, V.F., Dall’Ora, M., Magurno, D., Marconi, M., Marconi, M., 
	Trueba, N., Tognelli, E., Prada Moroni, P.G., Beaton, R.L., Freedman, W.L., Madore, B.F., Monson, A.J.,
	Scowcroft, V., Seibert, M., and Stetson, P.B.
Table: Intensity mean magnitudes for entire grid of FO models
================================================================================
Byte-by-byte Description of file: tab1.txt
--------------------------------------------------------------------------------
   Bytes Format Units    Label   Explanations
--------------------------------------------------------------------------------
   1-  6 F6.4   ---        Z       Model Metallicity (mass fraction)
   8- 12 F5.3   ---        Y       Model He abundance (mass fraction)
  14- 17 F4.2   solMass    Mass    Model mass
  19- 22 I4     K          Teff    Effective temperature
  24- 27 F4.2   [solLum]   log(L)  Logarithm (base 10) of total luminosity
  29- 35 F7.4   [d]        log(P)  Logarithm (base 10) of pulsation period
U
B
V
R
I
J
H
K
  37- 48 F12.9  mag        [3.6]   Intensity-averaged mean model IRAC 3.6 micron magnitude
  50- 61 F12.9  mag        [4.5]   Intensity-averaged mean model IRAC 4.5 micron magnitude
  63- 74 F12.9  mag        [5.8]   Intensity-averaged mean model IRAC 5.8 micron magnitude
  76- 87 F12.9  mag        [8.0]   Intensity-averaged mean model IRAC 8.0 micron magnitude
  89-100 F12.9  mag        W1      Intensity-averaged mean model WISE W1 magnitude
 102-113 F12.9  mag        W2      Intensity-averaged mean model WISE W2 magnitude
 115-126 F12.9  mag        W3      Intensity-averaged mean model WISE W3 magnitude
 128-139 F12.9  mag        W4      Intensity-averaged mean model WISE W4 magnitude
--------------------------------------------------------------------------------
0.0003	0.245	0.716	7100	1.82	-0.4121	0.478	0.418	0.198	0.044	-0.149	-0.377	-0.549	-0.566	-0.581	-0.585	-0.589	-0.594	-0.579	-0.586	-0.600	-0.615
0.0003	0.245	0.716	7000	1.82	-0.3921	0.489	0.438	0.206	0.041	-0.163	-0.407	-0.595	-0.613	-0.628	-0.632	-0.636	-0.641	-0.626	-0.633	-0.647	-0.662
0.0003	0.245	0.716	6900	1.82	-0.3709	0.504	0.462	0.213	0.036	-0.181	-0.440	-0.643	-0.662	-0.676	-0.681	-0.685	-0.690	-0.674	-0.681	-0.696	-0.711
0.0003	0.245	0.716	6800	1.82	-0.3498	0.518	0.487	0.220	0.030	-0.200	-0.474	-0.692	-0.712	-0.725	-0.730	-0.734	-0.739	-0.723	-0.730	-0.745	-0.760
0.0003	0.245	0.716	6700	1.82	-0.3295	0.534	0.515	0.229	0.025	-0.219	-0.508	-0.740	-0.761	-0.774	-0.779	-0.783	-0.788	-0.772	-0.779	-0.794	-0.809
0.0006	0.245	0.67	7200	1.69	-0.5192	0.798	0.730	0.515	0.370	0.190	-0.025	-0.183	-0.199	-0.213	-0.217	-0.220	-0.225	-0.211	-0.217	-0.230	-0.244
0.0006	0.245	0.67	7100	1.69	-0.4991	0.807	0.746	0.524	0.369	0.178	-0.053	-0.230	-0.246	-0.258	-0.262	-0.266	-0.271	-0.256	-0.263	-0.276	-0.290
0.0006	0.245	0.67	7000	1.69	-0.4787	0.820	0.768	0.530	0.363	0.159	-0.086	-0.278	-0.295	-0.306	-0.310	-0.314	-0.318	-0.304	-0.310	-0.324	-0.338
0.0006	0.245	0.67	6900	1.69	-0.4569	0.835	0.792	0.535	0.355	0.138	-0.121	-0.326	-0.344	-0.354	-0.358	-0.362	-0.367	-0.352	-0.358	-0.372	-0.387
0.0006	0.245	0.67	6800	1.69	-0.4362	0.850	0.819	0.541	0.348	0.118	-0.155	-0.374	-0.393	-0.403	-0.407	-0.411	-0.415	-0.401	-0.407	-0.421	-0.436
0.0006	0.245	0.67	6700	1.69	-0.4162	0.867	0.847	0.549	0.342	0.098	-0.189	-0.422	-0.442	-0.451	-0.455	-0.458	-0.463	-0.448	-0.455	-0.469	-0.484
0.0006	0.245	0.67	7000	1.79	-0.3982	0.570	0.509	0.271	0.105	-0.097	-0.339	-0.524	-0.542	-0.555	-0.559	-0.563	-0.568	-0.553	-0.559	-0.574	-0.588
0.0006	0.245	0.67	6900	1.79	-0.3757	0.584	0.532	0.277	0.100	-0.115	-0.371	-0.572	-0.591	-0.603	-0.607	-0.611	-0.616	-0.600	-0.607	-0.622	-0.636
0.0006	0.245	0.67	6800	1.79	-0.3547	0.600	0.558	0.284	0.094	-0.134	-0.405	-0.621	-0.641	-0.651	-0.656	-0.660	-0.665	-0.649	-0.656	-0.671	-0.686
0.0006	0.245	0.67	6700	1.79	-0.3338	0.618	0.585	0.292	0.088	-0.153	-0.439	-0.670	-0.691	-0.701	-0.705	-0.709	-0.714	-0.698	-0.705	-0.720	-0.734
0.001	0.245	0.64	7200	1.67	-0.5218	0.850	0.774	0.560	0.415	0.237	0.023	-0.135	-0.151	-0.167	-0.171	-0.174	-0.178	-0.165	-0.171	-0.182	-0.191
0.001	0.245	0.64	7000	1.67	-0.4813	0.875	0.816	0.573	0.405	0.202	-0.041	-0.229	-0.247	-0.261	-0.265	-0.269	-0.273	-0.259	-0.265	-0.277	-0.287
0.001	0.245	0.64	6900	1.67	-0.4602	0.890	0.840	0.578	0.398	0.182	-0.075	-0.278	-0.296	-0.310	-0.314	-0.317	-0.321	-0.308	-0.314	-0.325	-0.336
0.001	0.245	0.64	6800	1.67	-0.4397	0.907	0.867	0.584	0.390	0.161	-0.109	-0.326	-0.345	-0.358	-0.362	-0.365	-0.370	-0.356	-0.362	-0.374	-0.384
0.001	0.245	0.64	7000	1.77	-0.3931	0.629	0.563	0.317	0.148	-0.057	-0.302	-0.490	-0.508	-0.524	-0.528	-0.531	-0.535	-0.521	-0.528	-0.540	-0.550
0.001	0.245	0.64	6900	1.77	-0.3720	0.645	0.587	0.323	0.141	-0.075	-0.334	-0.537	-0.556	-0.571	-0.575	-0.579	-0.583	-0.569	-0.575	-0.587	-0.598
0.001	0.245	0.64	6800	1.77	-0.3505	0.662	0.613	0.330	0.136	-0.094	-0.368	-0.585	-0.605	-0.619	-0.623	-0.627	-0.631	-0.617	-0.623	-0.636	-0.646
0.004	0.245	0.59	7200	1.61	-0.5398	1.021	0.922	0.684	0.533	0.357	0.149	-0.004	-0.020	-0.040	-0.043	-0.046	-0.048	-0.038	-0.043	-0.049	-0.051
0.004	0.245	0.59	6900	1.61	-0.4775	1.070	0.988	0.701	0.515	0.302	0.052	-0.144	-0.163	-0.180	-0.183	-0.186	-0.189	-0.178	-0.183	-0.191	-0.194
0.004	0.245	0.59	6800	1.61	-0.4601	1.088	1.011	0.706	0.508	0.284	0.022	-0.186	-0.206	-0.222	-0.225	-0.228	-0.231	-0.220	-0.225	-0.233	-0.236
0.004	0.245	0.59	7100	1.71	-0.4361	0.789	0.688	0.434	0.272	0.085	-0.135	-0.298	-0.316	-0.337	-0.341	-0.343	-0.346	-0.335	-0.341	-0.347	-0.349
0.004	0.245	0.59	7000	1.71	-0.4161	0.804	0.706	0.441	0.269	0.071	-0.164	-0.345	-0.363	-0.382	-0.385	-0.388	-0.391	-0.380	-0.386	-0.393	-0.395
0.004	0.245	0.59	6900	1.71	-0.3953	0.822	0.729	0.447	0.263	0.052	-0.197	-0.392	-0.412	-0.430	-0.434	-0.437	-0.440	-0.428	-0.434	-0.442	-0.444
0.004	0.245	0.59	6800	1.71	-0.3739	0.843	0.756	0.454	0.256	0.033	-0.231	-0.440	-0.461	-0.478	-0.482	-0.485	-0.488	-0.476	-0.482	-0.491	-0.494
0.008	0.245	0.57	7100	1.58	-0.5303	1.118	1.001	0.737	0.572	0.388	0.172	0.009	-0.009	-0.026	-0.029	-0.032	-0.034	-0.024	-0.029	-0.035	-0.035
0.008	0.245	0.57	7000	1.58	-0.5085	1.138	1.025	0.742	0.565	0.369	0.139	-0.037	-0.056	-0.073	-0.076	-0.078	-0.081	-0.071	-0.076	-0.082	-0.083
0.008	0.245	0.57	6900	1.58	-0.4877	1.159	1.050	0.747	0.557	0.348	0.105	-0.084	-0.104	-0.120	-0.123	-0.126	-0.128	-0.118	-0.123	-0.130	-0.131
0.008	0.245	0.57	6800	1.58	-0.4666	1.182	1.078	0.752	0.549	0.328	0.071	-0.131	-0.152	-0.167	-0.170	-0.173	-0.176	-0.165	-0.170	-0.178	-0.179
0.008	0.245	0.57	7000	1.68	-0.4309	0.900	0.779	0.498	0.323	0.128	-0.100	-0.274	-0.293	-0.311	-0.315	-0.318	-0.320	-0.310	-0.315	-0.321	-0.322
0.008	0.245	0.57	6900	1.68	-0.4086	0.922	0.803	0.504	0.317	0.109	-0.134	-0.322	-0.342	-0.359	-0.362	-0.366	-0.368	-0.357	-0.363	-0.370	-0.371
0.008	0.245	0.57	6800	1.68	-0.3871	0.946	0.830	0.510	0.310	0.089	-0.168	-0.369	-0.391	-0.407	-0.410	-0.414	-0.417	-0.405	-0.410	-0.418	-0.420
0.008	0.245	0.57	6600	1.68	-0.3430	1.001	0.891	0.525	0.296	0.049	-0.238	-0.467	-0.491	-0.505	-0.507	-0.512	-0.515	-0.503	-0.507	-0.518	-0.519
0.02	0.27	0.54	7100	1.49	-0.5915	1.393	1.241	0.945	0.774	0.598	0.390	0.237	0.218	0.206	0.203	0.201	0.200	0.207	0.203	0.199	0.200
0.02	0.27	0.54	7000	1.49	-0.5690	1.419	1.267	0.950	0.766	0.576	0.355	0.188	0.168	0.156	0.154	0.151	0.150	0.158	0.154	0.149	0.150
0.02	0.27	0.54	6900	1.49	-0.5505	1.444	1.292	0.955	0.758	0.557	0.323	0.144	0.123	0.112	0.111	0.107	0.105	0.114	0.110	0.105	0.105
0.02	0.27	0.54	7000	1.59	-0.4864	1.172	1.013	0.696	0.511	0.324	0.103	-0.060	-0.081	-0.094	-0.097	-0.100	-0.101	-0.093	-0.098	-0.102	-0.101
0.02	0.27	0.54	6900	1.59	-0.4644	1.197	1.038	0.701	0.504	0.304	0.070	-0.106	0.128	-0.141	-0.143	-0.146	-0.148	-0.139	-0.143	-0.149	-0.149
0.02	0.27	0.54	6800	1.59	-0.4436	1.228	1.067	0.707	0.497	0.284	0.036	-0.153	-0.176	-0.187	-0.189	-0.193	-0.195	-0.186	-0.189	-0.196	-0.196 
